content,sentiment
Mentally exhausted.  A cuppa right now with almond biscotti would be really nice.,sad
"@phoebealice_x when my brother is 18, i will have moved!",happy
; why is the font so huge?! small fonts rock socks,angry
"Going to group therapy session, can't wait to spill my guts... Ha ha ha",sad
welcome @MaxShrem ! since it seems you're interested in cheese I hardly suggest you to follow @surbir too,neutral
I knew there was a reason I hated cars! 1. Too slow! 2. Too big! 3. I get car sick! 4. Motorbikes are much much much more fun!!,angry
"@alittlelesskaty Hey, u like FOB 2! Follow me, luv 2 talk more, looking 4 frineds + followers!  ~Ellen~",neutral
@scaree  I hope today just flows through and lots of nice things happen at work so you come home happy,happy
@oriSTUDFARM very impressed,surprise
"@weareinvincible THIS CALLS FOR A HIGH FIVE!  (Don't miss, hotshot xD)",happy
good morning guys!  experimental chemistry test this morning :s wish me luck!,angry
Im still in my my pjs  but I haveto get dressed cuz Im going to see Dancing on Ice live,happy
@abeen good question. Nepal PM declaring to resign and actually resigning is two very different things .,sad
"@RHYSAHUGHES http://tinyurl.com/6n4w5o to prove I still have good taste..now dance , dance, dance, dance to the radio!!",happy
@stephenfry gotta catch 'em all,happy
@bwhips Good to know I'm not alone in my confusion,sad
is eating a delicious cheese-bread  (much batter than ANY  Bagle),happy
Listening to the simply awesome Ratatat on a bank holiday monday before a BBQ later  http://bit.ly/gJqSh,neutral
Great new directory on Babysitterdirectory coming soon!  And its a directory with a twist.  All will be revealed next week!,surprise
@fraseredwards seems like a win win situation,happy
Okayyy  you can read it to me cause then I'll feel special haha.,happy
On my way to the airport! Headed to NYC,neutral
ah just saw my little nephews  all is well with the world again. I love those boys so much. have to say my sis in law does a great job.,happy
cry baby. janes joplin what is this? munsay music. but i dont know wich shit day i  am today,angry
"@jaybranch You too, remember the kids' grenades will go off again as soon as you've tidied the house",neutral
"@mistygirlph thanks misty, really appreciate your support, thanks for the comment  off to spend day out with dylan down beach",happy
"@se7en.up cï¿½m on anh  ko the chiu no~i noi nhï¿½ Tifa roi :-D, thang Cloud danh dam gi mac ke no :&quot;&gt;",sad
it is so cute watching Matt play with the Wii as I do some work,happy
@chris_CLP i heard 88db is better for mixing down...especially  if you use 808 sounds,happy
"@Dr_Peabody I'm pretty sure we got sent home a couple of times too. 'tis the week to remember Mary, Anto's granny&quot;the love is all around&quot;",happy
"didn't twitter much yesterday.apologizes for not responding,goodnight",happy
@eddieifft You don't want to leave because secretly you know Australia is twenty times better than America!,happy
@miafreedman you looked gorgeous last night! hope you had a HEAP of fun.,happy
And in the Animal Action Area... Ferret Racing,neutral
"@phoebealice_x Haha, You sound like lizzie :L she's got a sister who is older than her, and she's like argh :@ all the time",neutral
"@kadambariyer wow, I see a Mr.B obsession in you!!",surprise
wow my weekend was pretty fucking epic  grr school tmrw ;'(,happy
"@erry_reeves Thx Ri.. That's all because of His grace  Kalo ngga, aku uda nyerah dr awal, hehe.. His grace is enough..",happy
@knighttcat Oh man 3 in a day?? Torture much?! Well good luck there too!! I have exams for 19 days.How stupid? Soon we will party right?,angry
@LittleFletcher Awww you'll have to post a pic  I bet it'll look dead nice (y),happy
"ok, 1st ginormous cup of coffee down, monday looking much better to me.",angry
@Doc_the_BigMan hey! Ive never caught enyone on live before!,happy
One year with Emily. WOW!  (L),surprise
Recording new songs,neutral
voted for @taylorswift13 on CMT.com,neutral
@SaileshR How's the head this morning?,neutral
having a lazy day after a very alcoholic wk end!!,neutral
From ME and no one else! Muhahahaaaa! Well maybe Jesse,happy
"@cetras lol, anyway ni shi wai guo ren",happy
@iHolleeee well now i do,neutral
"@bertgoethals Cool, I used to live 5 houses to the left of that place  Always something going on :p",happy
"Dump my boyfriend, find a much much better man and the girl can get a nice knuckle sandwich from moi",angry
"Good Morning! Happy Monday, Everyone",happy
"Done e-mailing. Loads of e-mail came in in the past days. Now need to do some follow ups, this afternoon working on two client projects",neutral
shop then work time  see yas laterz x,neutral
lm @ TGI Fridays on a Monday.. Hee hee!,happy
Burning time at wacha,neutral
@nptnmkiii so many rules - you expect people to be human and have a pic.  pfft.    good morning.  welcome to another Monday.,sad
"@mathewhulbert  Now there's a question for 140 characters   One of history's great unanswered what if's, I would say",neutral
"@Jonasbrothers Nice skillz Nick  x love always, Marjorie &amp; Jemimah. Sydney, Australia.",happy
http://tinyurl.com/d53dmn     mcfly parody by chris moyles xx,neutral
@omarabid I was born there,neutral
is back in fine old melbourne town....,happy
omg himym! one of the best shows on earth,surprise
@DesignerDepot this is a nice collection,neutral
@Coughran Soon I hope... Really need to finish the cloning project so I can get more done,angry
"is sipping OJ in the sun in San Pedro at La Soberana again, with sunny smiley Nita...  The garlic tomato paste is delicious! Yummy!!!",happy
@Sweet_Charlotte We should! There will be another thrown I'm sure but this one will be with my American family,sad
"@_elj OK nice one, cheers boss.  Am liking the lack of FCS today.",happy
"@missdaisymusic is ben! got yourself a twitter, good work",happy
"Up, I slept in till 11.02 !!! Shooting a new vid today",happy
just a week left till radio:active dvd come out! i really can't wait,angry
"@sapphiresmoke Welcome, found her yesterday by accident.",neutral
@aaraddict #MusicMonday I agree it's just an excuse for me to tweet music for hours on end,happy
"i'm in the garden. Making pictures, weed an sweep. The weather is nice!! See you l8ter people!",happy
"@Dollburrell Ooh, cutting. I like you",happy
"When you think about it, the way God works in tremendously, amazing -- He made it possible for me to get my card holder that I lost back.",surprise
going to shower because i don't want to smell at school tomorrow,neutral
I designed a new shirttttt.,happy
cant wait for thursday!,happy
@charavel nice! now gimmeh some nice stuff,happy
watching a gossip girl,neutral
@algo81 Yes I think it's safe to say she is at the same popularity level today as always.,neutral
"@vic2slic doing pretty well, up and wide awake",neutral
&quot;It's Like That (and that's the way it is)&quot; - Run DMC  ? http://blip.fm/~5jgvk,happy
@marinesetwas dann mach mal!  #12seconds,angry
@Cocodemerusa Joined you on facebook!,happy
is getting ready to start the work week...work 2 off 3 then work 3 more. It's not bad  Have a great one everybody!!,happy
@Mizz_Trouble my pleasure sweetie! Lookin forward 2 gettin 2 know u,happy
@pandemicz yes,neutral
"I am back from my weekend getaway! Energized for another week, bring it on! lol",happy
@AntonKiselev Congrat on 4AM. I do it every day since one month.,happy
"@DavidArchie Hey David, I'm wondering if you received a letter that has a song in it? From Malaysia? please reply  and have a nice day!",happy
@WWisewolf Hey. Oh my. Remember to take some time to actually enjoy the day!  I've loads to do too. Better crack on! Have fun today.,happy
"happy bank holiday monday twitter! bath time, spring clean, movie marathon , lazy day",happy
@OmariOfficial qood morninq,neutral
@caluvminwoo  Way too many people indeed... I only recognize the Chinese guy... LOL,angry
"installing dvt card for loonix, fingers crossed, I hope it turns out as well as my android upgrade",happy
@tracey1972  @pamjob See you later lovely ladies.  Be Good &amp; I love you millions  xxx,happy
"It's those little things you do, that make me love you.",happy
@themanwhofell compliment taken. Thanks. Key is to be yourself,happy
Market whn goes lower also problem and when it goes like a wild bull also problem,angry
@playfulpixel That sounds good,happy
yay back at home,happy
@Amileegrant its hilarious,angry
"Hi Charlie, thank you for following me! Nice to know there's another Ollmann in the new world...",happy
#com125: we have a quiz! again .. Feliza is bugging us again  its getting very annoying!,sad
is downloading new fonts . again  http://plurk.com/p/rplkr,angry
i just reading a magazine,neutral
"Just up  the longest lie in a while thank goodness, neck still painful but today i am going to head out (y)!",happy
Apparently it's #starwarsday,happy
100 Followers  Bom Dia!!,happy
@AKAVirtualPA Kat Stewart did a great job with a great character not that I watched #underbelly in Victoria,angry
Is getting more and more excited about thorpe park tomorrow,happy
@veronica11258 ok i got you! Knight!,happy
@andykemp one of our governors is one of the directors of the company,neutral
@kaushal Thanks man  glad u liked it,happy
Happy Bank Holiday,happy
Use this link to start earning free cash http://tinyurl.com/coboyf  Just sign up and get paypal cashouts of minimum $1  !!,neutral
@CyranDorman Woot! I have created something inspirational! ;) Look forward to seeing more of your writings,happy
http://twitter.com/djc_yana ~ yeah. haha! why?,neutral
"@RainyCityLove Oui, I figured that since its a day off, I'd better start brushing up on my french; so far I have learnt Bonjour and Oui",neutral
The path to Liberation is clear when you Realize--when you truly comprehend--that YOU are the architect of your Life.,neutral
@lilymcnee  Your welcome,neutral
@sam_burnett Firmly embedded in her Hampstead constituency then,neutral
enjoyed Country Style Mince with Mash for dinner &amp; is now drowning it in 2006 Nussdorfer Herrenberg (Produced &amp; Bottled in Germany),neutral
"@se7en.up cï¿½m on anh  ko the chiu noi no~i nhï¿½ Tifa roi :-D, thang Cloud danh dam gi mac ke no :&quot;&gt;",neutral
Gonna run to the gym to get my workout in before my really f'kin big pile of mulch arrives at around 8 or 9am! I'm excited about my mulch,happy
? I had great time in Boston. Thanks to my baby girl.   http://plurk.com/p/rplmy,happy
@pattidigh we are all so proud of you! I am seriously thinking of joining you next year. Got to get training,happy
@DHughesy no your just experiencing the joys of parenthood,neutral
Finally was blessed to see the MOON,happy
"@DHughesy nah, you're just altered forever   Enjoy.",neutral
@jonasbrothers http://twitpic.com/3bnas - Can't wait to actually hear what he's playing  love you Nick x,surprise
@sparklethots love that birdy nest! though i already got us another kind,sad
@levitte: yay! it will be good to have you back,happy
"OK. Happy Star Wars Day, everyone. As they say, May the 4th be with you",happy
"@lizzie4berries also bored at school, its my third freelesson( freistunde )",neutral
"morning world, is raining 2day so revision don't seem so tough,",neutral
"uup  morning, off to school. see ya xxx",neutral
Shower/traffic/factory yaaaay,angry
"FINALLY FINISHED MY FUCKING FILM FINAL!!!  (Well, all except 1 part, but idk how to do it....) :/",neutral
@BraeScotland May be back later...hope you have a good day  Byeeee xxx,neutral
@PembsDave Hope you're having a relaxing day. I feel so laid back I can't stand up,happy
@Andrew_Johnson: have a good night,neutral
"@NZNewsboy damn straight you know what the game is, and if you've heard the tracks you'll know why I've been rocking out",happy
"everybody look at my new profile picture, just click it on my profile",neutral
